case,scene,split,state,seed,task_id,obj,slot,frame,measured,readout,vx,vy,vx_readout,vy_readout
023_S06_E5-01_collision__m1,6,val,eL4,5678,pd66_023_S06_E5-01_collision__m1__eL4__s5678,0,9,34.5,1.2765826407055412,2.6163873809663523,1.271096501532611,0.11822403453735433,5.2093443084920645,1.2886583347155316
023_S06_E5-01_collision__m1,6,val,eL4,5678,pd66_023_S06_E5-01_collision__m1__eL4__s5678,1,9,34.5,4.828021627783282,4.78963762406907,4.827172083894402,0.09056771396976729,6.795934009772887,-1.2512951666293834
023_S06_E5-01_collision__m1,6,val,eL4,5678,pd66_023_S06_E5-01_collision__m1__eL4__s5678,0,10,38.5,0.9950597113001626,1.244533359192924,0.9939631392274351,0.04670232231811724,2.4279350373708235,0.7218808505740515
023_S06_E5-01_collision__m1,6,val,eL4,5678,pd66_023_S06_E5-01_collision__m1__eL4__s5678,1,10,38.5,4.589242440535867,3.8710330969499487,4.582430373028615,0.24995610486729447,5.76975500997418,-0.9221655810921914
023_S06_E5-01_collision__m1,6,val,eL4,5678,pd66_023_S06_E5-01_collision__m1__eL4__s5678,0,11,42.5,0.8030159662571015,1.2676013793150496,0.7963933056696988,-0.1029191175064966,4.4344469555768224,0.7847502804877369
023_S06_E5-01_collision__m1,6,val,eL4,5678,pd66_023_S06_E5-01_collision__m1__eL4__s5678,1,11,42.5,4.386877284732663,3.2104938750245324,4.38667758863312,0.041857432880522086,7.854843452615681,-0.6314181821248432
023_S06_E5-01_collision__m1,6,val,eL4,5678,pd66_023_S06_E5-01_collision__m1__eL4__s5678,0,12,46.5,1.0529261522414946,2.166503720223675,1.0461488349719956,-0.1192732038674876,6.795112430958657,-0.9136990775287499
023_S06_E5-01_collision__m1,6,val,eL4,5678,pd66_023_S06_E5-01_collision__m1__eL4__s5678,1,12,46.5,4.266509691543931,3.214050173326479,4.266399940950623,-0.030602155067981585,8.959304356956572,-1.18776356033811
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,1,2.5,0.09037467118748455,-0.882271497185048,0.07707442961055903,0.047192303317945064,0.9919618223944628,0.16366207377530828
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,1,2.5,0.11866734435136549,-2.179413522652239,0.09269778023142408,-0.07408819174181644,1.2014713357520796,1.3037317789991207
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,2,6.5,5.0181201839060545,4.758310650339271,5.014489756049431,-0.19084723367303696,2.828881688569958,0.4049585548004604
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,2,6.5,0.01448685712715327,-0.43183127782263764,0.012004215989827571,-0.008109736610526852,-0.5598389408504962,0.6000167583824529
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,3,10.5,8.58806863529242,8.413693562181706,8.588063601322528,0.009298609171969474,7.943664788274603,-0.3119745740455264
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,3,10.5,0.10022767749789868,-0.7710816214758651,0.05046201427403503,0.08659776239620669,-1.2475328930809246,0.5382719625256247
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,4,14.5,3.801977668672202,4.286559042476048,3.8019747429490054,-0.004716678911665895,4.577053783491342,1.0845131049708767
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,4,14.5,0.9664994511054565,-1.841216787938916,0.957676127643299,-0.13029821000030778,2.698929438860011,-2.480607771340722
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,5,18.5,0.7582161492057604,-0.28124219505528547,0.7566723531909701,0.04835988867699825,3.6705111267078303,-0.5417955499234441
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,5,18.5,8.808199387262826,6.090955375507919,8.80818561426879,-0.015576596725281888,9.901079898417724,-3.7000581916850432
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,6,22.5,1.023056631091997,1.4998837690465971,1.0217143459203726,0.05238955775545264,4.450080495175261,1.1931184714361949
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,6,22.5,8.886883706078123,7.315329994389117,8.88563970727173,0.14869094764909505,8.094765232766791,-0.7991600928221416
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,7,26.5,1.3041713747092123,2.1714612351323943,1.3037902863792852,0.03152560473548647,5.11805114369879,0.4356331118926824
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,7,26.5,8.883352763801494,6.979944000395057,8.883062573812003,0.07180275677238797,8.745577953928718,-0.3268989602354375
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,8,30.5,1.3438074662259587,2.0861338377286005,1.3393272018630795,0.10964101711606418,7.135557060837532,0.10959921924824956
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,8,30.5,8.909538042229203,7.225268485823569,8.909479895478352,0.03218878681207116,9.246990873200685,-0.9022424284966628
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,9,34.5,1.2264379861483634,2.8037148713951643,1.2246763698131418,0.06571090540358,5.797272562406113,0.8736865776929924
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,9,34.5,8.90895757859764,6.481359194549024,8.908859362930865,-0.04183286711868277,8.460390209139565,-1.673622632739383
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,10,38.5,1.2174016742271772,1.1522960221068859,1.217237809838025,-0.019973750570750327,3.4148028650665916,0.2912814982682129
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,10,38.5,8.73705794801296,6.098268564800346,8.736881680764373,-0.05549849782053116,6.807038376113506,-0.7768154984131095
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,11,42.5,1.1280815155410568,0.47609403917900206,1.1278513404731938,-0.02278726614202924,4.933671594583559,0.33989616125241473
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,11,42.5,8.347120175618413,5.231043946461188,8.34704988989588,0.03425436913945532,8.711102269552454,-0.26704577393161033
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,0,12,46.5,1.3467165323434556,1.237875037642865,1.3466638151280221,-0.011915851292360457,6.921805626750049,-1.732992441735246
023_S06_E5-01_collision__m1,6,val,eL4,7919,pd66_023_S06_E5-01_collision__m1__eL4__s7919,1,12,46.5,8.32799642604612,4.879692901669274,8.327691313049854,0.07128721337608113,8.291562521410075,-0.4281496350376033
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,1,2.5,0.07115183454612574,0.00990995285646079,0.06340757867951652,0.03228099325114044,2.08610829840587,-0.2732758401273079
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,1,2.5,0.03771533896626875,-0.20800185337604749,0.031001576953030963,-0.02147903675135012,2.546530102462549,0.743889618683809
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,2,6.5,2.034905849443021,4.328765198615838,2.0337669277458987,0.06807275302521702,4.30250909354587,1.1144551735252461
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,2,6.5,0.03191598538583912,0.43594245710094714,0.028679461813317174,-0.014004234832634665,1.0554727941600666,0.3518704384066983
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,3,10.5,14.436331158026169,8.84915282184945,14.430682251911128,-0.4038156120983672,6.009906263050567,3.494248790801829
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,3,10.5,5.946720933496599,4.823481282355609,5.945762210642283,-0.10677825333303873,6.809843418747214,0.46668439582826826
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,4,14.5,2.90511929691954,3.072665922723676,2.8163796286826708,-0.7125474836637522,3.0923628956424505,-3.2695346832328838
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,4,14.5,11.16023095859623,8.390048066608779,11.160168958508347,-0.03720035962776365,5.614104775102552,-1.129027502944
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,5,18.5,3.2802673844152435,2.8211632113867076,3.258846093467196,-0.37426762129794044,6.635465804583956,-1.371191292846142
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,5,18.5,9.961558106541883,8.811649940646,9.961476901931519,0.04022241035971774,7.1595261633219,-0.3271395660602008
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,6,22.5,3.844067633934631,3.6924789671686655,3.7916892675362304,-0.6324147948256382,6.29443239207495,0.005266230345548406
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,6,22.5,10.33996988981487,9.660150297725792,10.339358205197845,0.11246878182909086,6.670269754391697,0.051163419704346236
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,7,26.5,3.9957510167132173,5.168659409835598,3.988212773163423,-0.2453264428080047,7.250224505036312,0.267363046192042
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,7,26.5,9.848888838490598,9.068166045102036,9.848560249322281,0.08045103115408665,7.410812955880811,-0.0089509764137361
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,8,30.5,4.039670019303055,3.9923799499049184,4.0215115152495855,-0.3825950830459419,7.240004749591498,-0.36455400315183706
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,8,30.5,9.102340628638938,8.743997330301003,9.102299771699245,-0.027272438376280662,7.686742731849964,-0.08106514730817893
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,9,34.5,4.056270732507712,4.390032294872811,4.0218748583006345,-0.5271194168003148,6.016731611902909,-0.38291793797585383
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,9,34.5,8.507419334292065,7.854965555401376,8.507205668669462,-0.060294613728081,7.42894982297745,-0.8463131507015929
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,10,38.5,4.4376381531666,3.5997315402587438,4.424284976265222,-0.3439982953936237,4.226429172594562,0.30712847010592637
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,10,38.5,8.685516362678014,7.201212782055905,8.685327204232726,-0.057322262363459234,6.230922166853555,-0.6635997074059024
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,11,42.5,4.42558016881406,3.5486233124956748,4.399075334355348,-0.48362799057401845,6.159663082087452,-0.6804362065883824
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,1,11,42.5,4.386340186837685,6.283810099306196,4.385404757887272,-0.0905833548005603,8.42698923501058,-0.18355499610990011
023_S06_E5-01_collision__m1,6,val,eL4,10007,pd66_023_S06_E5-01_collision__m1__eL4__s10007,0,12,46.5,4.219210071543071,3.935813763844535,4.203311332698581,-0.36593369374542134,6.615052958380186,-0.6808649467454235
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,1,2.5,0.08869717423603879,-1.1524256298853244,0.08850932510208623,0.00576958295125678,0.3731878163160819,-0.5839702107831974
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,1,2.5,0.0211467751935075,-1.7176207425023646,0.012422867971099549,-0.017113107621275957,1.1258287462335235,1.4963756830119874
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,2,6.5,1.8815853952866501,1.7951370586950004,1.8787750363123679,-0.10280059671753179,2.7804494556884087,0.574303474998076
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,2,6.5,0.015601729537818852,-0.5803647371076588,0.007055618576600864,-0.01391517916064231,-0.052318166027761626,0.6542165802711608
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,3,10.5,7.6807447964552,7.154450346471332,7.679853652857332,-0.1169978588159779,6.489369708124413,-0.17874824975488646
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,3,10.5,0.12768506451106001,-0.6025653648533513,0.0223168514685085,0.12571966369556548,-1.060797493532802,0.43784953461781406
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,4,14.5,6.225963255661111,6.135289697640427,6.22596301671158,0.0017249295455258108,6.08904290881582,-1.024956668563147
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,4,14.5,0.18271395236530882,-0.27044761256506256,0.12045532771880971,0.1373859614848129,2.019041384376015,-2.029377386642501
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,5,18.5,2.3444915554926715,1.36378176644368,2.344253174420737,-0.03343214014602154,5.99222619336483,0.43675919152667975
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,5,18.5,5.60637400064294,3.61545429423441,5.605173413263174,0.11601914640602899,7.220751054264726,-2.239985889121779
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,6,22.5,2.6287048937939894,2.3827819701923434,2.626179378002507,0.11520109900011448,4.467419718126535,0.8624141698498027
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,6,22.5,5.292555557337835,4.258504301606867,5.292055719852487,0.07273641099319547,6.104891437655353,-0.5084354808062863
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,7,26.5,2.4587370340817993,2.485327509893068,2.44670987026077,0.24289630201773207,5.960111627544793,1.9207287548433443
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,7,26.5,5.102681424418183,4.690673275951521,5.101665966132532,0.10179434712890725,6.848198413363267,0.12213804769615444
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,8,30.5,2.320468118292539,1.683211853855954,2.2937997164274977,0.35079217341503866,7.150318094178803,0.8925089191843693
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,8,30.5,5.060735120179939,5.091442554035943,5.060512203020631,0.0474994705438462,8.564051125776242,-0.07384936171733925
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,9,34.5,2.0629393092476263,3.26515506118724,2.040317084533922,0.304671607141313,6.206007366871323,1.875318076112344
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,9,34.5,4.889056790191803,4.82959339095462,4.888813090627946,0.04881457390378045,8.181210223492744,-0.3467387480713935
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,10,38.5,1.9243835007308685,1.760226802625756,1.9080625082239748,0.25009862573638203,4.314359744626067,2.132397907894494
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,10,38.5,5.277301516288859,4.645130311551392,5.276444006910424,0.09513115033344093,6.34902361182168,0.050903718701343914
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,11,42.5,1.8131897268937642,1.392939566010622,1.7665285424848207,0.4086978031498802,5.512885383365681,2.264858826355929
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,11,42.5,5.370524502438357,4.154686346854647,5.3674594761863315,0.18141720642850032,8.363887809404321,0.6348911387612474
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,0,12,46.5,1.826215366147212,2.7124821163239394,1.6501595901277823,0.7823272273553471,6.427979397346143,2.2126566403855086
023_S06_E5-01_collision__m1,6,val,eL4,12011,pd66_023_S06_E5-01_collision__m1__eL4__s12011,1,12,46.5,5.511782902225113,4.257778560779713,5.507524269606529,0.21662682418425447,8.74481620524579,0.01216846656199122
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,1,2.5,0.037908944621478306,-0.6839135413254196,0.004343475306689016,0.037659292406715394,0.42165337104516143,-0.4269403404631531
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,1,2.5,0.11228392141482892,-1.6965930863673355,0.015890520865377768,-0.11115381394679388,1.1109756981939327,0.7717140713855486
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,2,6.5,0.35220387826263944,-0.4463508509905889,0.35123626500608224,0.026089423294149584,-0.05812068459251529,0.8897744029711168
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,2,6.5,0.017819851361263378,-0.7231693971515405,0.014839353660363486,-0.00986613832662897,-0.43234319941370947,0.6065018689428984
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,3,10.5,8.370500958905899,8.71865848372583,8.365937926388403,-0.2763492624572791,8.705735855666163,-0.3303728763450149
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,3,10.5,0.16514689110360636,-0.8579085212081532,0.007265912380171357,0.16498697572375248,-1.2417476523411468,0.2410750667503736
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,4,14.5,6.532540471860753,6.813631023719678,6.531639846685448,0.10847087023532823,7.840218995216363,0.027476048476406945
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,4,14.5,0.3220584462047906,-2.7203057415067606,0.2605471587477723,0.18930615637191295,0.6628302004371576,-2.4352883156720995
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,5,18.5,1.1258040315767712,0.11248849872132194,1.0853275570904088,0.2991635193914476,4.277971102581197,1.133894932489877
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,5,18.5,7.09429427238047,5.984724725825154,7.0639186799163785,0.6557927314775498,9.9293494212918,-3.75392839058323
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,6,22.5,0.3993909516500239,0.9783236931104962,0.3802714736772259,0.1220931552842444,3.1536005250002166,1.5250072145812774
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,6,22.5,7.516241801398898,6.594783563897892,7.4905805264379755,0.6205595813814625,7.63608153065882,-0.9980382380678017
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,7,26.5,0.20803278220208346,0.8116764276315838,0.20527776066676323,0.03374432465435575,2.405872255993427,1.2557224492718162
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,7,26.5,7.546368556637067,6.681927354850929,7.505429012589184,0.784992821358992,8.015249199482774,0.18427596551768333
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,8,30.5,0.2462113891062471,0.12261972142336663,0.2461183125246862,0.006769369662583813,4.96007564973787,-0.028012969547969835
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,8,30.5,7.199218619630465,6.15071134169281,7.155637176516325,0.7909521675117048,8.486148523049014,0.012893970185296144
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,9,34.5,0.2902471648307097,1.6536564383061418,0.2650007399950482,0.11839773855248267,5.388176517019232,1.0372616484169157
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,9,34.5,7.2905026339177805,6.086676695483064,7.258180219781662,0.685746711499462,7.7565759352546095,-0.876731844265088
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,10,38.5,0.24760240897707902,0.18108361970268216,0.22805352699565445,0.09642894667108522,1.8802467681344592,0.7616861563254878
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,10,38.5,6.821582076384981,4.947841652088022,6.790245648920814,0.6531049319740191,5.932856067213732,-0.905962952783856
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,11,42.5,0.3537077983470129,-0.1224868308722451,0.34977898511508554,0.05257250406202729,4.101729215936693,1.1529533363001787
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,11,42.5,7.340194041225373,5.065167253307495,7.300504719757782,0.7622856417608886,7.878554613822375,0.0593746099609187
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,0,12,46.5,0.34165089935114595,0.9297824877368526,0.3415441902287967,-0.008538334053105246,7.2077462658659845,-2.1212837795923614
023_S06_E5-01_collision__m1,6,val,eL4,15013,pd66_023_S06_E5-01_collision__m1__eL4__s15013,1,12,46.5,7.668084964336064,5.784478455017366,7.627042346383609,0.7923080630335789,8.108517635754323,-0.10228355941108425
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,1,2.5,3.27517994387252,3.2560977483283944,0.02169558276813177,3.275108084694787,1.2465929688304818,4.00409405710209
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,2,6.5,8.782795768516355,9.560670763385307,0.15507419888024288,8.781426621245004,1.063642312855538,8.792663795219376
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,3,10.5,14.03724237212574,15.511331570557083,0.016191639914188725,14.037233033778387,-0.7388203247443192,15.010658960494183
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,4,14.5,10.853078536673953,11.550301417470122,-0.0800621582918211,10.852783227081545,-1.2925906550573678,10.380114397587153
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,5,18.5,0.9517323755358683,2.630548509133792,-0.2149377634761322,-0.9271441487034394,-0.35093025004485656,-3.234504025126008
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,6,22.5,1.2362903909859992,2.358438193698793,0.07893853048542496,1.2337676601569343,0.7202104468394567,2.7732513817756033
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,7,26.5,0.13428175589100524,1.338505965087398,0.04844988032842821,0.1252365723793673,-0.5879838294064217,1.2498887066861049
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,8,30.5,0.09224805161728115,0.824448626135295,-0.0010733797089528708,0.09224180659107332,1.4421200439889017,1.6955767568364475
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,9,34.5,0.05905668407047054,1.3151717543926145,0.00770529394139885,0.058551860591069274,-1.8092752762913362,1.2298266131899844
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,10,38.5,0.01776281825455597,0.8407346202134538,0.017648654377887853,0.0020106493961520753,0.23511833301913665,1.079003206491176
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,11,42.5,0.010564714343973389,0.1303725941144398,-0.004018315155053642,0.009770687411048584,0.6610663615925322,0.07188256222612366
057_S11_S11_01,11,val,eL0,42,pd66_057_S11_S11_01__eL0__s42,0,12,46.5,0.015126489540508659,-0.48311630862368116,-0.013097327800358017,-0.007567740105810117,0.8063699714592126,-0.6884955753798478
057_S11_S11_01,11,val,eL0,3407,pd66_057_S11_S11_01__eL0__s3407,0,1,2.5,2.8927975220497744,2.5128615069521536,0.03971235746167849,2.8925249233571266,1.710708648650078,4.34585645898285
057_S11_S11_01,11,val,eL0,3407,pd66_057_S11_S11_01__eL0__s3407,0,2,6.5,7.465525965674861,8.18462138052386,-0.01252215310827296,7.465515463773892,0.6358260182260671,8.040811703581426
057_S11_S11_01,11,val,eL0,3407,pd66_057_S11_S11_01__eL0__s3407,0,3,10.5,13.395471242799308,15.103919775670484,0.16939094226036105,13.394400192817272,-0.7979385199577316,15.486721872952032
057_S11_S11_01,11,val,eL0,3407,pd66_057_S11_S11_01__eL0__s3407,0,4,14.5,0.04756884278155241,6.762166296589324,0.011723866513705161,0.04610147240105107,-0.08621909235784897,3.8339324661935765
057_S11_S11_01,11,val,eL0,3407,pd66_057_S11_S11_01__eL0__s3407,0,5,18.5,0.37697429064303123,-0.16877317977114892,-0.11734710993312092,-0.35824470909723233,-0.7578865541559738,-2.4399130761380996
057_S11_S11_01,11,val,eL0,3407,pd66_057_S11_S11_01__eL0__s3407,0,6,22.5,1.7195506388163697,2.8768254306859715,0.03650964390689069,1.7191630072089084,1.5538165947755327,4.800779960677369
057_S11_S11_01,11,val,eL0,3407,pd66_057_S11_S11_01__eL0__s3407,0,7,26.5,0.0901075390337311,0.7570167399966583,0.021685189992433608,-0.08745925408844642,0.0458328793773477,0.04752373213700456
